jugador,season,Posicion,total_intentos,partidos_jugados,intentos_aro,intentos_cerca,intentos_media_distancia,intentos_triple,intentos_tiro_libre,acierto_aro,acierto_cerca,acierto_media_distancia,acierto_triple,acierto_tiro_libre,proporcion_aro,proporcion_cerca,proporcion_media_distancia,proporcion_triple,proporcion_tiro_libre,porcentaje_acierto_global,altura,edad,peso
Marco Belinelli,2010,G-F,486,62,81,31,105,151,118,0.5679012345679012,0.3225806451612903,0.34285714285714286,0.37748344370860926,0.8305084745762712,0.16666666666666666,0.06378600823045268,0.21604938271604937,0.31069958847736623,0.24279835390946503,0.5082304526748971,1.96,23,220
Marco Belinelli,2011,G-F,883,85,88,64,253,349,129,0.625,0.359375,0.4189723320158103,0.4068767908309456,0.7906976744186046,0.09966024915062288,0.072480181200453,0.2865232163080408,0.3952434881087203,0.14609286523216308,0.48471121177802945,1.96,24,220
Marco Belinelli,2013,G-F,916,85,172,65,220,258,201,0.5290697674418605,0.3384615384615385,0.36363636363636365,0.3488372093023256,0.845771144278607,0.18777292576419213,0.07096069868995633,0.24017467248908297,0.2816593886462882,0.21943231441048036,0.4945414847161572,1.96,26,220
Marco Belinelli,2014,G-F,947,103,143,76,248,327,153,0.6993006993006993,0.3815789473684211,0.45564516129032256,0.42507645259938837,0.8627450980392157,0.15100316789862725,0.08025343189017951,0.26187961985216474,0.3453009503695882,0.16156282998944033,0.5417106652587117,1.96,27,220
Marco Belinelli,2015,G-F,621,69,61,39,152,257,112,0.6065573770491803,0.3333333333333333,0.4605263157894737,0.3852140077821012,0.8482142857142857,0.09822866344605476,0.06280193236714976,0.24476650563607086,0.4138486312399356,0.18035426731078905,0.5056360708534622,1.96,28,220
Marco Belinelli,2016,G-F,770,68,39,33,273,287,138,0.7435897435897436,0.3333333333333333,0.4249084249084249,0.29965156794425085,0.8333333333333334,0.05064935064935065,0.04285714285714286,0.35454545454545455,0.37272727272727274,0.17922077922077922,0.4636363636363636,1.96,29,220
Marco Belinelli,2017,G-F,783,74,78,36,228,273,168,0.6666666666666666,0.3611111111111111,0.4473684210526316,0.3553113553113553,0.8928571428571429,0.09961685823754789,0.04597701149425287,0.29118773946360155,0.3486590038314176,0.21455938697318008,0.5287356321839081,1.96,30,220
Marco Belinelli,2018,G-F,1063,90,97,60,297,415,194,0.711340206185567,0.3333333333333333,0.46464646464646464,0.3686746987951807,0.9020618556701031,0.09125117591721543,0.05644402634054563,0.2793979303857008,0.39040451552210725,0.18250235183443086,0.522107243650047,1.96,31,220
Marco Belinelli,2019,G-F,858,86,70,59,207,392,130,0.6,0.4576271186440678,0.40096618357487923,0.375,0.9,0.08158508158508158,0.06876456876456877,0.24125874125874125,0.4568764568764569,0.15151515151515152,0.48484848484848486,1.96,32,220
Marco Belinelli,2020,G-F,372,55,25,15,101,173,58,0.68,0.2,0.39603960396039606,0.36416184971098264,0.8275862068965517,0.06720430107526881,0.04032258064516129,0.271505376344086,0.4650537634408602,0.15591397849462366,0.4596774193548387,1.96,33,220
Marcus Banks,2010,G,102,20,19,6,24,24,29,0.8421052631578947,0.3333333333333333,0.5833333333333334,0.2916666666666667,0.8275862068965517,0.18627450980392157,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.28431372549019607,0.6176470588235294,1.88,28,200
Marcus Camby,2010,C-F,665,77,273,53,203,8,128,0.575091575091575,0.4528301886792453,0.3497536945812808,0.25,0.6328125,0.4105263157894737,0.07969924812030076,0.30526315789473685,0.012030075187969926,0.1924812030075188,0.5037593984962406,2.11,35,220
Marcus Camby,2011,C-F,388,62,146,65,103,2,72,0.5273972602739726,0.2923076923076923,0.2912621359223301,0.5,0.5972222222222222,0.37628865979381443,0.16752577319587628,0.2654639175257732,0.005154639175257732,0.18556701030927836,0.4381443298969072,2.11,36,220
Marcus Morris,2013,F,641,77,123,72,99,230,117,0.6910569105691057,0.3055555555555556,0.2828282828282828,0.3652173913043478,0.5641025641025641,0.1918876755070203,0.11232449297971919,0.1544461778471139,0.358814352574103,0.18252730109204368,0.44461778471138846,2.03,23,218
Marcus Morris,2014,F,808,82,103,56,231,259,159,0.6504854368932039,0.39285714285714285,0.42857142857142855,0.3783783783783784,0.7610062893081762,0.12747524752475248,0.06930693069306931,0.28589108910891087,0.32054455445544555,0.1967821782178218,0.5037128712871287,2.03,24,218
Marcus Morris,2015,F,866,80,112,78,260,303,113,0.625,0.3974358974358974,0.46153846153846156,0.35973597359735976,0.6283185840707964,0.12933025404157045,0.09006928406466513,0.3002309468822171,0.34988452655889146,0.13048498845265588,0.4630484988452656,2.03,25,218
Marcus Morris,2016,F,1281,84,150,111,416,310,294,0.6933333333333334,0.3333333333333333,0.4230769230769231,0.36451612903225805,0.7585034013605442,0.117096018735363,0.08665105386416862,0.32474629195940674,0.2419984387197502,0.22950819672131148,0.5097580015612803,2.03,26,218
Marcus Morris,2017,F,1195,79,110,90,456,354,185,0.6272727272727273,0.36666666666666664,0.44298245614035087,0.3305084745762712,0.7837837837837838,0.09205020920502092,0.07531380753138076,0.3815899581589958,0.29623430962343095,0.15481171548117154,0.47364016736401676,2.03,27,218
Marcus Morris,2018,F,1047,73,118,129,287,301,213,0.635593220338983,0.3178294573643411,0.397212543554007,0.3787375415282392,0.7793427230046949,0.11270296084049666,0.12320916905444126,0.27411652340019105,0.2874880611270296,0.2034383954154728,0.4871060171919771,2.03,28,218
Marcus Morris,2019,F,1127,84,146,122,254,401,204,0.6643835616438356,0.48360655737704916,0.4409448818897638,0.3740648379052369,0.8284313725490197,0.129547471162378,0.10825199645075421,0.225377107364685,0.35581188997338065,0.18101153504880213,0.520851818988465,2.03,29,218
Marcus Sasser,2024,G,578,70,32,91,235,154,66,0.65625,0.45054945054945056,0.4127659574468085,0.38961038961038963,0.8787878787878788,0.05536332179930796,0.157439446366782,0.40657439446366783,0.2664359861591695,0.11418685121107267,0.47923875432525953,1.85,23,195
Marcus Smart,2015,G,648,70,90,47,87,282,142,0.6,0.2553191489361702,0.3448275862068966,0.32978723404255317,0.6338028169014085,0.1388888888888889,0.07253086419753087,0.13425925925925927,0.4351851851851852,0.2191358024691358,0.4305555555555556,1.91,20,220
Marcus Smart,2016,G,765,67,148,96,67,267,187,0.49324324324324326,0.3333333333333333,0.3582089552238806,0.25842696629213485,0.7807486631016043,0.1934640522875817,0.12549019607843137,0.08758169934640522,0.34901960784313724,0.24444444444444444,0.4496732026143791,1.91,21,220
Marcus Smart,2017,G,1181,97,186,160,140,395,300,0.4731182795698925,0.38125,0.3357142857142857,0.3037974683544304,0.78,0.15749364944961897,0.13547840812870449,0.11854360711261643,0.3344623200677392,0.2540220152413209,0.4657070279424217,1.91,22,220
Marcus Smart,2018,G,840,69,102,114,132,310,182,0.6274509803921569,0.2894736842105263,0.4090909090909091,0.27741935483870966,0.7307692307692307,0.12142857142857143,0.1357142857142857,0.15714285714285714,0.36904761904761907,0.21666666666666667,0.44047619047619047,1.91,23,220
Marcus Smart,2019,G,713,82,89,72,83,334,135,0.7303370786516854,0.3611111111111111,0.3373493975903614,0.36227544910179643,0.8,0.12482468443197756,0.10098176718092566,0.11640953716690042,0.4684431977559607,0.18934081346423562,0.48807854137447404,1.91,24,220
Marcus Smart,2020,G,1088,77,84,151,184,461,208,0.5833333333333334,0.3973509933774834,0.3967391304347826,0.3297180043383948,0.8461538461538461,0.07720588235294118,0.13878676470588236,0.16911764705882354,0.42371323529411764,0.19117647058823528,0.46875,1.91,25,220
Marcus Smart,2021,G,767,54,66,103,107,308,183,0.5606060606060606,0.47572815533980584,0.4392523364485981,0.33116883116883117,0.7814207650273224,0.08604954367666232,0.13428943937418514,0.1395045632333768,0.4015645371577575,0.23859191655801826,0.49282920469361147,1.91,26,220
Marcus Smart,2022,G,1237,92,122,271,137,466,241,0.6967213114754098,0.4354243542435424,0.4233576642335766,0.3261802575107296,0.7966804979253111,0.09862570735650768,0.2190784155214228,0.11075181891673404,0.3767178658043654,0.1948261924009701,0.4890864995957963,1.91,27,220
Marcus Smart,2023,G,1008,81,99,188,108,430,183,0.7272727272727273,0.4946808510638298,0.3055555555555556,0.3558139534883721,0.7650273224043715,0.09821428571428571,0.1865079365079365,0.10714285714285714,0.42658730158730157,0.18154761904761904,0.4871031746031746,1.91,28,220
Marcus Smart,2024,G,293,20,21,46,42,128,56,0.6190476190476191,0.5869565217391305,0.5238095238095238,0.3125,0.7678571428571429,0.07167235494880546,0.15699658703071673,0.14334470989761092,0.43686006825938567,0.19112627986348124,0.4948805460750853,1.91,29,220
Marcus Thornton,2010,G,1060,73,316,57,197,313,177,0.5917721518987342,0.47368421052631576,0.3401015228426396,0.3738019169329074,0.8135593220338984,0.2981132075471698,0.05377358490566038,0.18584905660377357,0.2952830188679245,0.1669811320754717,0.5113207547169811,1.93,22,205
Marcus Thornton,2011,G,991,72,156,179,232,240,184,0.6346153846153846,0.39664804469273746,0.39655172413793105,0.36666666666666664,0.7880434782608695,0.1574167507568113,0.18062563067608475,0.2341069626639758,0.24217961654894046,0.1856710393541877,0.49949545913218973,1.93,23,205
Marcus Thornton,2013,G,897,72,137,98,161,374,127,0.6934306569343066,0.4387755102040816,0.32919254658385094,0.3663101604278075,0.8740157480314961,0.1527313266443701,0.10925306577480491,0.1794871794871795,0.4169453734671126,0.1415830546265329,0.48940914158305465,1.93,25,205
Marcus Thornton,2014,G,819,81,119,98,141,331,130,0.5798319327731093,0.37755102040816324,0.3971631205673759,0.3323262839879154,0.7846153846153846,0.1452991452991453,0.11965811965811966,0.17216117216117216,0.40415140415140416,0.15873015873015872,0.45665445665445664,1.93,26,205
Marcus Thornton,2015,G,401,47,72,50,81,142,56,0.5138888888888888,0.44,0.345679012345679,0.3732394366197183,0.8214285714285714,0.17955112219451372,0.12468827930174564,0.20199501246882792,0.3541147132169576,0.1396508728179551,0.46384039900249374,1.93,27,205
Marcus Thornton,2016,G,612,59,91,66,114,262,79,0.5934065934065934,0.3181818181818182,0.42105263157894735,0.3244274809160305,0.8481012658227848,0.14869281045751634,0.10784313725490197,0.18627450980392157,0.42810457516339867,0.12908496732026145,0.4493464052287582,1.93,28,205
Marcus Thornton,2017,G,237,33,44,37,52,77,27,0.5909090909090909,0.35135135135135137,0.36538461538461536,0.33766233766233766,0.8518518518518519,0.18565400843881857,0.15611814345991562,0.21940928270042195,0.32489451476793246,0.11392405063291139,0.45147679324894513,1.93,29,205
Marcus Williams,2010,G,326,57,57,34,99,81,55,0.5087719298245614,0.4411764705882353,0.36363636363636365,0.2962962962962963,0.6727272727272727,0.17484662576687116,0.10429447852760736,0.30368098159509205,0.24846625766871167,0.1687116564417178,0.4325153374233129,1.91,24,205
Mardy Collins,2010,G,147,32,31,35,44,16,21,0.5483870967741935,0.42857142857142855,0.25,0.25,0.6190476190476191,0.2108843537414966,0.23809523809523808,0.29931972789115646,0.10884353741496598,0.14285714285714285,0.40816326530612246,1.98,25,220
Mario Chalmers,2010,G,617,78,95,48,95,256,123,0.5684210526315789,0.5208333333333334,0.4105263157894737,0.3203125,0.7560975609756098,0.1539708265802269,0.07779578606158834,0.1539708265802269,0.41491085899513774,0.1993517017828201,0.47487844408427876,1.88,23,190
Mario Chalmers,2011,G,598,89,51,56,88,312,91,0.6470588235294118,0.5,0.36363636363636365,0.3685897435897436,0.8131868131868132,0.08528428093645485,0.09364548494983277,0.14715719063545152,0.5217391304347826,0.15217391304347827,0.47157190635451507,1.88,24,190
Mario Chalmers,2013,G,877,100,151,99,93,369,165,0.5562913907284768,0.37373737373737376,0.3763440860215054,0.3983739837398374,0.7818181818181819,0.17217787913340935,0.11288483466362599,0.10604332953249715,0.4207525655644242,0.18814139110604333,0.4925883694412771,1.88,26,190
Mario Chalmers,2014,G,857,93,231,122,47,269,188,0.6060606060606061,0.36885245901639346,0.2978723404255319,0.379182156133829,0.7446808510638298,0.26954492415402564,0.1423570595099183,0.05484247374562427,0.31388564760793464,0.2193698949824971,0.514585764294049,1.88,27,190
Mario Chalmers,2015,G,929,79,192,119,107,245,266,0.5416666666666666,0.42857142857142855,0.38317757009345793,0.2897959183673469,0.7744360902255639,0.20667384284176535,0.12809472551130247,0.11517761033369214,0.263724434876211,0.28632938643702904,0.5091496232508074,1.88,28,190
Mario Chalmers,2016,G,696,61,128,92,68,146,262,0.5234375,0.391304347826087,0.36764705882352944,0.3082191780821918,0.8320610687022901,0.1839080459770115,0.13218390804597702,0.09770114942528736,0.20977011494252873,0.3764367816091954,0.5617816091954023,1.88,29,190
Mario Chalmers,2018,G,581,65,100,72,89,182,138,0.55,0.3333333333333333,0.43820224719101125,0.27472527472527475,0.855072463768116,0.1721170395869191,0.12392426850258176,0.153184165232358,0.3132530120481928,0.23752151462994836,0.49225473321858865,1.88,31,190
Mario Hezonja,2016,F-G,468,75,80,35,110,189,54,0.675,0.37142857142857144,0.41818181818181815,0.3439153439153439,0.9074074074074074,0.17094017094017094,0.07478632478632478,0.23504273504273504,0.40384615384615385,0.11538461538461539,0.48504273504273504,2.03,20,220
Mario Hezonja,2017,F-G,380,60,58,34,97,141,50,0.5172413793103449,0.38235294117647056,0.3402061855670103,0.2907801418439716,0.8,0.15263157894736842,0.08947368421052632,0.25526315789473686,0.37105263157894736,0.13157894736842105,0.4131578947368421,2.03,21,220
Mario Hezonja,2018,F-G,720,73,129,110,112,264,105,0.7441860465116279,0.38181818181818183,0.4107142857142857,0.3371212121212121,0.819047619047619,0.17916666666666667,0.1527777777777778,0.15555555555555556,0.36666666666666664,0.14583333333333334,0.4986111111111111,2.03,22,220
Mario Hezonja,2019,F-G,578,57,144,82,95,143,114,0.5972222222222222,0.3048780487804878,0.43157894736842106,0.2727272727272727,0.7631578947368421,0.2491349480968858,0.14186851211072665,0.1643598615916955,0.24740484429065743,0.1972318339100346,0.4809688581314879,2.03,23,220
Mario Hezonja,2020,F-G,304,56,69,46,44,80,65,0.463768115942029,0.5434782608695652,0.4090909090909091,0.2875,0.8153846153846154,0.22697368421052633,0.1513157894736842,0.14473684210526316,0.2631578947368421,0.2138157894736842,0.4967105263157895,2.03,24,220
Mark Williams,2023,C,348,42,153,81,17,0,97,0.7908496732026143,0.38271604938271603,0.47058823529411764,NA,0.6907216494845361,0.4396551724137931,0.23275862068965517,0.04885057471264368,0,0.27873563218390807,0.6522988505747126,2.16,21,240
Mark Williams,2024,C,215,19,90,59,2,0,64,0.7777777777777778,0.4576271186440678,0.5,NA,0.71875,0.4186046511627907,0.2744186046511628,0.009302325581395349,0,0.29767441860465116,0.6697674418604651,2.16,22,240
Markel Brown,2015,G,274,44,60,27,62,66,59,0.55,0.37037037037037035,0.2903225806451613,0.25757575757575757,0.8305084745762712,0.21897810218978103,0.09854014598540146,0.22627737226277372,0.24087591240875914,0.21532846715328466,0.4635036496350365,1.91,23,190
Markel Brown,2016,G,416,59,75,40,88,119,94,0.5733333333333334,0.375,0.36363636363636365,0.31092436974789917,0.7553191489361702,0.18028846153846154,0.09615384615384616,0.21153846153846154,0.2860576923076923,0.22596153846153846,0.47596153846153844,1.91,24,190
