jugador,season,Posicion,total_intentos,partidos_jugados,intentos_aro,intentos_cerca,intentos_media_distancia,intentos_triple,intentos_tiro_libre,acierto_aro,acierto_cerca,acierto_media_distancia,acierto_triple,acierto_tiro_libre,proporcion_aro,proporcion_cerca,proporcion_media_distancia,proporcion_triple,proporcion_tiro_libre,porcentaje_acierto_global,altura,edad,peso
Luguentz Dort,2021,G,802,52,123,150,47,318,164,0.5853658536585366,0.32,0.3191489361702128,0.3522012578616352,0.7439024390243902,0.15336658354114713,0.18703241895261846,0.05860349127182045,0.39650872817955113,0.20448877805486285,0.4600997506234414,1.93,21,220
Luguentz Dort,2022,G,917,51,127,163,63,373,191,0.6456692913385826,0.4110429447852761,0.2698412698412698,0.34048257372654156,0.8429319371727748,0.13849509269356597,0.1777535441657579,0.06870229007633588,0.40676117775354415,0.20828789531079608,0.495092693565976,1.93,22,220
Luguentz Dort,2023,G,1170,76,238,189,72,402,269,0.542016806722689,0.32275132275132273,0.4027777777777778,0.3333333333333333,0.7732342007434945,0.20341880341880342,0.16153846153846155,0.06153846153846154,0.3435897435897436,0.2299145299145299,0.4794871794871795,1.93,23,220
Luguentz Dort,2024,G,922,89,141,86,79,442,174,0.6028368794326241,0.38372093023255816,0.3924050632911392,0.3891402714932127,0.8275862068965517,0.15292841648590022,0.09327548806941431,0.08568329718004339,0.4793926247288503,0.18872017353579176,0.5043383947939263,1.93,24,220
Luis Scola,2010,F,1357,81,386,280,419,5,267,0.6528497409326425,0.48214285714285715,0.4105011933174224,0.2,0.7790262172284644,0.2844509948415623,0.20633750921149593,0.3087693441414886,0.0036845983787767134,0.1967575534266765,0.5659543109801032,2.06,29,240
Luis Scola,2011,F,1396,73,268,389,448,3,288,0.6604477611940298,0.43444730077120824,0.47544642857142855,0,0.7361111111111112,0.19197707736389685,0.2786532951289398,0.3209169054441261,0.002148997134670487,0.20630372492836677,0.5522922636103151,2.06,30,240
Luis Scola,2013,F,1130,81,219,229,438,14,230,0.6164383561643836,0.4017467248908297,0.4474885844748858,0.14285714285714285,0.7869565217391304,0.19380530973451326,0.20265486725663717,0.38761061946902653,0.012389380530973451,0.20353982300884957,0.536283185840708,2.06,32,240
Luis Scola,2014,F,823,99,146,125,384,10,158,0.6438356164383562,0.384,0.4348958333333333,0.2,0.7088607594936709,0.17739975698663427,0.15188335358444716,0.4665856622114216,0.012150668286755772,0.1919805589307412,0.5139732685297691,2.06,33,240
Luis Scola,2015,F,850,80,225,127,257,19,222,0.6088888888888889,0.4015748031496063,0.3735408560311284,0.2631578947368421,0.7072072072072072,0.2647058823529412,0.14941176470588236,0.3023529411764706,0.02235294117647059,0.2611764705882353,0.5247058823529411,2.06,34,240
Luis Scola,2016,F,709,86,134,169,132,179,95,0.6044776119402985,0.3905325443786982,0.3560606060606061,0.37988826815642457,0.7263157894736842,0.18899858956276447,0.2383638928067701,0.1861777150916784,0.2524682651622003,0.13399153737658676,0.46685472496473907,2.06,35,240
Luis Scola,2017,F,189,35,55,32,16,49,37,0.6727272727272727,0.40625,0.25,0.3469387755102041,0.6756756756756757,0.291005291005291,0.1693121693121693,0.08465608465608465,0.25925925925925924,0.19576719576719576,0.5079365079365079,2.06,36,240
Luka Garza,2022,F-C,208,32,34,41,23,49,61,0.7352941176470589,0.4878048780487805,0.21739130434782608,0.32653061224489793,0.6229508196721312,0.16346153846153846,0.1971153846153846,0.11057692307692307,0.23557692307692307,0.2932692307692308,0.5,2.08,23,243
Luka Garza,2023,F-C,168,26,35,34,8,39,52,0.8285714285714286,0.47058823529411764,0.5,0.358974358974359,0.7884615384615384,0.20833333333333334,0.20238095238095238,0.047619047619047616,0.23214285714285715,0.30952380952380953,0.6190476190476191,2.08,24,243
Luka Garza,2024,F-C,120,24,17,30,5,35,33,0.8235294117647058,0.5666666666666667,0.8,0.3142857142857143,0.7575757575757576,0.14166666666666666,0.25,0.041666666666666664,0.2916666666666667,0.275,0.5916666666666667,2.08,25,243
Luke Babbitt,2013,F,247,54,9,9,42,174,13,0.7777777777777778,0.3333333333333333,0.38095238095238093,0.3448275862068966,0.7692307692307693,0.03643724696356275,0.03643724696356275,0.1700404858299595,0.7044534412955465,0.05263157894736842,0.38866396761133604,2.06,23,225
Luke Babbitt,2014,F,172,27,9,23,28,94,18,0.6666666666666666,0.391304347826087,0.35714285714285715,0.3723404255319149,0.7777777777777778,0.05232558139534884,0.13372093023255813,0.16279069767441862,0.5465116279069767,0.10465116279069768,0.43023255813953487,2.06,24,225
Luke Babbitt,2015,F,211,51,16,29,33,114,19,0.5625,0.41379310344827586,0.36363636363636365,0.5175438596491229,0.6842105263157895,0.07582938388625593,0.13744075829383887,0.15639810426540285,0.5402843601895735,0.09004739336492891,0.4976303317535545,2.06,25,225
Luke Babbitt,2016,F,337,42,60,77,41,109,50,0.4666666666666667,0.4025974025974026,0.4146341463414634,0.4036697247706422,0.78,0.17804154302670624,0.228486646884273,0.12166172106824925,0.32344213649851633,0.14836795252225518,0.47181008902077154,2.06,26,225
Luke Babbitt,2017,F,296,65,11,9,52,209,15,0.18181818181818182,0.2222222222222222,0.4423076923076923,0.41148325358851673,0.7333333333333333,0.037162162162162164,0.030405405405405407,0.17567567567567569,0.706081081081081,0.05067567567567568,0.4189189189189189,2.06,27,225
Luke Babbitt,2018,F,238,49,8,12,44,152,22,0.5,0.6666666666666666,0.4772727272727273,0.3815789473684211,0.7727272727272727,0.03361344537815126,0.05042016806722689,0.18487394957983194,0.6386554621848739,0.09243697478991597,0.453781512605042,2.06,28,225
Luke Harangody,2011,F,232,46,45,10,85,66,26,0.5555555555555556,0,0.4470588235294118,0.24242424242424243,0.7307692307692307,0.1939655172413793,0.04310344827586207,0.36637931034482757,0.28448275862068967,0.11206896551724138,0.4224137931034483,2.03,23,246
Luke Kennard,2018,G,533,70,51,72,147,187,76,0.6470588235294118,0.3055555555555556,0.46938775510204084,0.4117647058823529,0.8552631578947368,0.09568480300187618,0.1350844277673546,0.275797373358349,0.350844277673546,0.1425891181988743,0.49906191369606,1.96,21,206
Luke Kennard,2019,G,634,67,48,73,172,274,67,0.6458333333333334,0.4520547945205479,0.436046511627907,0.40875912408759124,0.835820895522388,0.07570977917981073,0.11514195583596215,0.27129337539432175,0.43217665615141954,0.1056782334384858,0.4842271293375394,1.96,22,206
Luke Kennard,2020,G,417,28,36,46,91,169,75,0.7222222222222222,0.4782608695652174,0.3956043956043956,0.39644970414201186,0.8933333333333333,0.08633093525179857,0.11031175059952038,0.2182254196642686,0.4052757793764988,0.17985611510791366,0.5227817745803357,1.96,23,206
Luke Kennard,2021,G,512,76,30,54,144,251,33,0.7666666666666667,0.5185185185185185,0.4583333333333333,0.44223107569721115,0.8181818181818182,0.05859375,0.10546875,0.28125,0.490234375,0.064453125,0.498046875,1.96,24,206
Luke Kennard,2022,G,716,70,26,59,164,390,77,0.7692307692307693,0.3898305084745763,0.45121951219512196,0.4358974358974359,0.8961038961038961,0.036312849162011177,0.0824022346368715,0.22905027932960895,0.5446927374301676,0.10754189944134078,0.4972067039106145,1.96,25,206
Luke Kennard,2023,G,448,62,19,37,96,253,43,0.5789473684210527,0.4864864864864865,0.4270833333333333,0.5138339920948617,0.9534883720930233,0.04241071428571429,0.08258928571428571,0.21428571428571427,0.5647321428571429,0.09598214285714286,0.5379464285714286,1.96,26,206
Luke Kennard,2024,G,360,39,15,19,66,215,45,0.6,0.3684210526315789,0.3787878787878788,0.46511627906976744,0.8888888888888888,0.041666666666666664,0.05277777777777778,0.18333333333333332,0.5972222222222222,0.125,0.5027777777777778,1.96,27,206
Luke Kornet,2018,C-F,136,20,24,10,13,78,11,0.7083333333333334,0.1,0.3076923076923077,0.34615384615384615,0.7272727272727273,0.17647058823529413,0.07352941176470588,0.09558823529411764,0.5735294117647058,0.08088235294117647,0.41911764705882354,2.16,22,250
Luke Kornet,2019,C-F,329,42,38,14,44,187,46,0.5789473684210527,0.35714285714285715,0.2727272727272727,0.36363636363636365,0.8260869565217391,0.11550151975683891,0.0425531914893617,0.1337386018237082,0.5683890577507599,0.1398176291793313,0.44072948328267475,2.16,23,250
Luke Kornet,2020,C-F,215,34,49,23,9,106,28,0.7551020408163265,0.5217391304347826,0.3333333333333333,0.2830188679245283,0.7142857142857143,0.22790697674418606,0.10697674418604651,0.04186046511627907,0.4930232558139535,0.13023255813953488,0.4744186046511628,2.16,24,250
Luke Kornet,2021,C-F,110,27,27,13,3,59,8,0.8148148148148148,0.46153846153846156,0.6666666666666666,0.2542372881355932,0.5,0.24545454545454545,0.11818181818181818,0.02727272727272727,0.5363636363636364,0.07272727272727272,0.44545454545454544,2.16,25,250
Luke Kornet,2023,C-F,219,55,101,55,8,14,41,0.7524752475247525,0.6909090909090909,0.25,0.2857142857142857,0.8292682926829268,0.4611872146118721,0.2511415525114155,0.0365296803652968,0.0639269406392694,0.1872146118721461,0.7031963470319634,2.16,27,250
Luke Kornet,2024,C-F,291,68,162,59,2,1,67,0.7716049382716049,0.4915254237288136,0.5,1,0.8955223880597015,0.5567010309278351,0.2027491408934708,0.006872852233676976,0.003436426116838488,0.23024054982817868,0.7422680412371134,2.16,28,250
Luke Ridnour,2010,G,868,88,121,53,350,193,151,0.4793388429752066,0.49056603773584906,0.5371428571428571,0.37823834196891193,0.9006622516556292,0.13940092165898618,0.06105990783410138,0.4032258064516129,0.22235023041474655,0.173963133640553,0.554147465437788,1.88,28,175
Luke Ridnour,2011,G,818,71,98,116,283,184,137,0.5,0.4224137931034483,0.49469964664310956,0.44021739130434784,0.8832116788321168,0.1198044009779951,0.14180929095354522,0.34596577017114916,0.22493887530562348,0.16748166259168704,0.5378973105134475,1.88,29,175
Luke Ridnour,2013,G,965,81,102,90,406,207,160,0.5980392156862745,0.3888888888888889,0.5024630541871922,0.30917874396135264,0.85,0.10569948186528498,0.09326424870466321,0.42072538860103625,0.21450777202072538,0.16580310880829016,0.5181347150259067,1.88,31,175
Luke Ridnour,2014,G,366,64,29,34,163,114,26,0.4827586206896552,0.3235294117647059,0.4049079754601227,0.34210526315789475,0.6538461538461539,0.07923497267759563,0.09289617486338798,0.4453551912568306,0.3114754098360656,0.07103825136612021,0.4016393442622951,1.88,32,175
Luke Ridnour,2015,G,197,45,13,18,82,63,21,0.46153846153846156,0.2777777777777778,0.5365853658536586,0.31746031746031744,0.8571428571428571,0.06598984771573604,0.09137055837563451,0.41624365482233505,0.3197969543147208,0.1065989847715736,0.4720812182741117,1.88,33,175
Luke Walton,2010,F,115,39,16,22,43,26,8,0.3125,0.3181818181818182,0.37209302325581395,0.34615384615384615,0.5,0.1391304347826087,0.19130434782608696,0.3739130434782609,0.22608695652173913,0.06956521739130435,0.3565217391304348,2.03,29,235
Luke Walton,2011,F,128,44,11,18,53,36,10,0.5454545454545454,0.2777777777777778,0.3584905660377358,0.2222222222222222,0.7,0.0859375,0.140625,0.4140625,0.28125,0.078125,0.3515625,2.03,30,235
Luke Walton,2013,F,198,46,23,32,59,66,18,0.6521739130434783,0.375,0.4067796610169492,0.30303030303030304,0.5,0.11616161616161616,0.16161616161616163,0.29797979797979796,0.3333333333333333,0.09090909090909091,0.40404040404040403,2.03,32,235
Luol Deng,2010,F,1450,75,315,127,557,95,356,0.6222222222222222,0.4330708661417323,0.40574506283662476,0.3473684210526316,0.7612359550561798,0.21724137931034482,0.08758620689655172,0.38413793103448274,0.06551724137931035,0.24551724137931036,0.5386206896551724,2.06,24,237
Luol Deng,2011,F,1783,98,347,238,399,401,398,0.659942363112392,0.46638655462184875,0.38095238095238093,0.341645885286783,0.7663316582914573,0.1946158160403814,0.1334828939988783,0.2237801458216489,0.22490185081323613,0.2232192933258553,0.5238362310712282,2.06,25,237
Luol Deng,2013,F,1458,80,319,189,408,254,288,0.6426332288401254,0.3492063492063492,0.36519607843137253,0.3031496062992126,0.8020833333333334,0.2187928669410151,0.12962962962962962,0.27983539094650206,0.17421124828532236,0.19753086419753085,0.4993141289437586,2.06,27,237
Luol Deng,2014,F,1128,63,219,160,292,189,268,0.6484018264840182,0.375,0.3835616438356164,0.30158730158730157,0.7910447761194029,0.19414893617021275,0.14184397163120568,0.25886524822695034,0.1675531914893617,0.2375886524822695,0.5168439716312057,2.06,28,237
Luol Deng,2015,F,1039,72,236,109,223,220,251,0.6567796610169492,0.44036697247706424,0.39461883408071746,0.35454545454545455,0.7609561752988048,0.2271414821944177,0.10490856592877768,0.21462945139557266,0.21174205967276227,0.24157844080846969,0.5389797882579404,2.06,29,237
Luol Deng,2016,F,1103,88,235,131,195,312,230,0.6595744680851063,0.4580152671755725,0.3487179487179487,0.3557692307692308,0.7695652173913043,0.21305530371713507,0.11876699909338169,0.1767905711695376,0.2828649138712602,0.2085222121486854,0.5176790571169537,2.06,30,237
Luol Deng,2017,F,488,56,114,46,103,162,63,0.6140350877192983,0.391304347826087,0.2524271844660194,0.30864197530864196,0.7301587301587301,0.2336065573770492,0.0942622950819672,0.21106557377049182,0.3319672131147541,0.1290983606557377,0.430327868852459,2.06,31,237
Luol Deng,2019,F,153,22,39,15,21,43,35,0.7692307692307693,0.5333333333333333,0.3333333333333333,0.32558139534883723,0.7142857142857143,0.2549019607843137,0.09803921568627451,0.13725490196078433,0.28104575163398693,0.22875816993464052,0.5490196078431373,2.06,33,237
Luther Head,2010,G,369,46,75,24,107,105,58,0.64,0.4583333333333333,0.37383177570093457,0.3523809523809524,0.8275862068965517,0.2032520325203252,0.06504065040650407,0.2899728997289973,0.2845528455284553,0.15718157181571815,0.4986449864498645,1.91,27,185
Luther Head,2011,G,213,30,20,33,46,64,50,0.75,0.36363636363636365,0.34782608695652173,0.390625,0.78,0.09389671361502347,0.15492957746478872,0.215962441314554,0.3004694835680751,0.2347417840375587,0.5023474178403756,1.91,28,185
Maalik Wayns,2013,G,107,23,21,16,20,31,19,0.6190476190476191,0.1875,0.15,0.22580645161290322,0.8947368421052632,0.19626168224299065,0.14953271028037382,0.18691588785046728,0.2897196261682243,0.17757009345794392,0.40186915887850466,1.88,21,200
Malachi Flynn,2021,G,397,45,39,62,83,157,56,0.5897435897435898,0.43548387096774194,0.3373493975903614,0.31210191082802546,0.8035714285714286,0.0982367758186398,0.1561712846347607,0.20906801007556675,0.3954659949622166,0.14105793450881612,0.4332493702770781,1.85,22,185
Malachi Flynn,2022,G,214,40,19,33,54,84,24,0.631578947368421,0.3939393939393939,0.35185185185185186,0.3333333333333333,0.625,0.08878504672897196,0.1542056074766355,0.2523364485981308,0.3925233644859813,0.11214953271028037,0.40654205607476634,1.85,23,185
Malachi Flynn,2023,G,275,50,20,42,65,115,33,0.7,0.2619047619047619,0.35384615384615387,0.3391304347826087,0.7575757575757576,0.07272727272727272,0.15272727272727274,0.23636363636363636,0.41818181818181815,0.12,0.4072727272727273,1.85,24,185
Malachi Flynn,2024,G,396,62,48,54,77,146,71,0.6458333333333334,0.4074074074074074,0.5194805194805194,0.2945205479452055,0.7323943661971831,0.12121212121212122,0.13636363636363635,0.19444444444444445,0.3686868686868687,0.17929292929292928,0.47474747474747475,1.85,25,185
Malachi Richardson,2017,G,87,20,8,7,25,28,19,0.75,0.2857142857142857,0.48,0.2857142857142857,0.7894736842105263,0.09195402298850575,0.08045977011494253,0.28735632183908044,0.3218390804597701,0.21839080459770116,0.4942528735632184,1.98,21,205
Malachi Richardson,2018,G,112,25,19,9,23,39,22,0.3157894736842105,0.3333333333333333,0.43478260869565216,0.28205128205128205,0.7727272727272727,0.16964285714285715,0.08035714285714286,0.20535714285714285,0.3482142857142857,0.19642857142857142,0.41964285714285715,1.98,22,205
Malaki Branham,2023,G,681,66,82,129,159,241,70,0.6585365853658537,0.5193798449612403,0.44654088050314467,0.31950207468879666,0.8285714285714286,0.12041116005873716,0.1894273127753304,0.23348017621145375,0.35389133627019087,0.1027900146842878,0.4801762114537445,1.93,19,180
